airline_code,airline_id,source_airport,source_id,destination_airport,destination_id,avg_ticket_price,monthly_passengers,monthly_revenue,operating_cost,profit
BG,1359,CCU,3043,DAC,3076,8680,3141,27263880,17721522.0,9542358.0
BG,1359,CGP,3069,AUH,2179,16914,8819,149164566,96956967.9,52207598.099999994
BG,1359,CGP,3069,DAC,3076,17534,19718,345735412,224728017.8,121007394.19999999
BG,1359,CGP,3069,DXB,2188,11378,6704,76278112,49580772.800000004,26697339.199999996
BG,1359,CGP,3069,JED,2072,11184,18821,210494064,136821141.6,73672922.4
BG,1359,CGP,3069,MCT,2194,16521,18902,312279942,202981962.3,109297979.69999999
BG,1359,DAC,3076,BKK,3885,15615,7672,119798280,77868882.0,41929398.0
BG,1359,DAC,3076,CCU,3043,4680,2710,12682800,8243820.0,4438980.0
BG,1359,DAC,3076,CGP,3069,7741,18624,144168384,93709449.60000001,50458934.39999999
BG,1359,DAC,3076,DEL,3093,22575,17350,391676250,254589562.5,137086687.5
BG,1359,DAC,3076,DMM,2064,5944,14486,86104784,55968109.6,30136674.4
BG,1359,DAC,3076,DOH,11051,10912,8712,95065344,61792473.6,33272870.4
BG,1359,DAC,3076,FCO,1555,13206,16910,223313460,145153749.0,78159711.0
BG,1359,DAC,3076,HKG,3077,11973,8278,99112494,64423121.1,34689372.9
BG,1359,DAC,3076,JED,2072,9058,9853,89248474,58011508.1,31236965.9
BG,1359,DAC,3076,KTM,3125,15985,10394,166148090,107996258.5,58151831.5
BG,1359,DAC,3076,KUL,3304,19565,10942,214080230,139152149.5,74928080.5
BG,1359,DAC,3076,KWI,2176,7192,18600,133771200,86951280.0,46819920.0
BG,1359,DAC,3076,LHR,507,24398,6853,167199494,108679671.10000001,58519822.89999999
BG,1359,DAC,3076,MCT,2194,17101,18404,314726804,204572422.6,110154381.4
BG,1359,DAC,3076,RGN,3239,11635,15760,183367600,119188940.0,64178660.0
BG,1359,DAC,3076,SIN,3316,9243,2864,26471952,17206768.8,9265183.2
BG,1359,DEL,3093,DAC,3076,8892,1703,15143076,9842999.4,5300076.6
BG,1359,DMM,2064,RUH,2082,16529,9370,154876730,100669874.5,54206855.5
BG,1359,DOH,11051,DXB,2188,8876,10495,93153620,60549853.0,32603767.0
BG,1359,DXB,2188,CGP,3069,23023,9466,217935718,141658216.70000002,76277501.29999998
BG,1359,DXB,2188,ZYL,3074,19738,18807,371212566,241288167.9,129924398.1
BG,1359,FCO,1555,DAC,3076,3810,11828,45064680,29292042.0,15772638.0
BG,1359,FCO,1555,FRA,340,18223,8997,163952331,106569015.15,57383315.849999994
BG,1359,FRA,340,FCO,1555,5135,4904,25182040,16368326.0,8813714.0
BG,1359,HKG,3077,DAC,3076,8418,19225,161836050,105193432.5,56642617.5
BG,1359,JED,2072,CGP,3069,13955,12385,172832675,112341238.75,60491436.25
BG,1359,JED,2072,DAC,3076,8522,1126,9595772,6237251.8,3358520.2
BG,1359,KTM,3125,DAC,3076,5488,6365,34931120,22705228.0,12225892.0
BG,1359,KUL,3304,DAC,3076,24716,5746,142018136,92311788.4,49706347.599999994
BG,1359,KWI,2176,CGP,3069,17229,17439,300456531,195296745.15,105159785.85
BG,1359,KWI,2176,DAC,3076,3951,917,3623067,2354993.5500000003,1268073.4499999997
BG,1359,LHR,507,DAC,3076,9419,12475,117502025,76376316.25,41125708.75
BG,1359,LHR,507,ZYL,3074,3005,8318,24995590,16247133.5,8748456.5
BG,1359,MCT,2194,CGP,3069,8879,18302,162503458,105627247.7,56876210.3
BG,1359,RGN,3239,DAC,3076,13465,8407,113200255,73580165.75,39620089.25
BG,1359,RUH,2082,DAC,3076,7914,7083,56054862,36435660.300000004,19619201.699999996
BG,1359,SIN,3316,DAC,3076,4616,1570,7247120,4710628.0,2536492.0
BG,1359,ZYL,3074,DAC,3076,14211,13372,190029492,123519169.8,66510322.2
BH,2692,YPR,108,YVR,156,5116,1911,9776676,6354839.4,3421836.5999999996
BH,2692,YVR,156,YPR,108,10248,7464,76491072,49719196.800000004,26771875.199999996
BH,2692,YVR,156,YXT,173,24905,5839,145420295,94523191.75,50897103.25
BH,2692,YVR,156,YYD,179,16840,9791,164880440,107172286.0,57708154.0
BH,2692,YXT,173,YVR,156,3744,5600,20966400,13628160.0,7338240.0
BH,2692,YXT,173,YYD,179,3958,5364,21230712,13799962.8,7430749.199999999
BH,2692,YYD,179,YVR,156,10708,12806,137126648,89132321.2,47994326.8
BH,2692,YYD,179,YXT,173,22793,2681,61108033,39720221.45,21387811.549999997
BI,4255,BKI,3269,BWN,3272,19780,5642,111598760,72539194.0,39059566.0
BI,4255,BKK,3885,BWN,3272,9757,12763,124528591,80943584.15,43585006.849999994
BI,4255,BWN,3272,BKI,3269,14805,9902,146599110,95289421.5,51309688.5
BI,4255,BWN,3272,BKK,3885,21419,5748,123116412,80025667.8,43090744.2
BI,4255,BWN,3272,CGK,3275,4131,18308,75630348,49159726.2,26470621.799999997
BI,4255,BWN,3272,DWC,8076,18590,11915,221499850,143974902.5,77524947.5
BI,4255,BWN,3272,HKG,3077,24672,5071,125111712,81322612.8,43789099.2
BI,4255,BWN,3272,JED,2072,19679,3400,66908600,43490590.0,23418010.0
BI,4255,BWN,3272,KUL,3304,11227,8352,93767904,60949137.6,32818766.4
BI,4255,BWN,3272,MEL,3339,3046,18680,56899280,36984532.0,19914748.0
BI,4255,BWN,3272,MNL,2397,5127,2485,12740595,8281386.75,4459208.25
BI,4255,BWN,3272,MZV,4056,23953,10422,249638166,162264807.9,87373358.1
BI,4255,BWN,3272,PVG,3406,10236,807,8260452,5369293.8,2891158.2
BI,4255,BWN,3272,SIN,3316,8380,10440,87487200,56866680.0,30620520.0
BI,4255,BWN,3272,SUB,3928,17691,10670,188762970,122695930.5,66067039.5
BI,4255,CGK,3275,BWN,3272,14743,13276,195728068,127223244.2,68504823.8
BI,4255,DWC,8076,LHR,507,22323,15433,344510859,223932058.35,120578800.65
BI,4255,DXB,2188,BWN,3272,21973,2626,57701098,37505713.7,20195384.299999997
BI,4255,HKG,3077,BWN,3272,17432,13459,234617288,152501237.20000002,82116050.79999998
BI,4255,JED,2072,BWN,3272,9256,2776,25694656,16701526.4,8993129.6
BI,4255,KCH,3263,MZV,4056,19868,6420,127552560,82909164.0,44643396.0
BI,4255,KUL,3304,BWN,3272,7481,3578,26767018,17398561.7,9368456.3
BI,4255,LHR,507,DXB,2188,14392,9937,143013304,92958647.60000001,50054656.39999999
BI,4255,MEL,3339,BWN,3272,11884,7112,84519008,54937355.2,29581652.799999997
BI,4255,MNL,2397,BWN,3272,21627,16281,352109187,228870971.55,123238215.44999999
BI,4255,MZV,4056,BWN,3272,4466,10871,48549886,31557425.900000002,16992460.099999998
BI,4255,MZV,4056,KCH,3263,15421,2170,33463570,21751320.5,11712249.5
BI,4255,PVG,3406,BWN,3272,8742,10566,92367972,60039181.800000004,32328790.199999996
BI,4255,SIN,3316,BWN,3272,20964,9850,206495400,134222010.0,72273390.0
BI,4255,SUB,3928,BWN,3272,7788,7480,58254240,37865256.0,20388984.0
BJ,3740,ARN,737,GOT,687,23730,7154,169764420,110346873.0,59417547.0
BJ,3740,CDG,1382,DJE,293,23050,3832,88327600,57412940.0,30914660.0
BJ,3740,CDG,1382,MIR,286,9528,15695,149541960,97202274.0,52339686.0
BJ,3740,CDG,1382,TUN,287,13126,2059,27026434,17567182.1,9459251.899999999
BJ,3740,DJE,293,CDG,1382,22873,7546,172599658,112189777.7,60409880.3
BJ,3740,DJE,293,LIL,1399,4855,19786,96061030,62439669.5,33621360.5
BJ,3740,DJE,293,LYS,1335,13501,19681,265713181,172713567.65,92999613.35
BJ,3740,DJE,293,MLH,\N,18435,8086,149065410,96892516.5,52172893.5
BJ,3740,DJE,293,MRS,1353,20701,13655,282672155,183736900.75,98935254.25
BJ,3740,DJE,293,MUC,346,9527,14457,137731839,89525695.35000001,48206143.64999999
BJ,3740,DJE,293,NTE,1418,16957,10227,173419239,112722505.35000001,60696733.64999999
BJ,3740,DME,4029,NBE,7447,3236,12456,40307616,26199950.400000002,14107665.599999998
BJ,3740,DUS,345,NBE,7447,12691,16509,209515719,136185217.35,73330501.65
BJ,3740,FRA,340,NBE,7447,15398,11205,172534590,112147483.5,60387106.5
BJ,3740,LED,2948,NBE,7447,13272,6413,85113336,55323668.4,29789667.6
BJ,3740,LIL,1399,DJE,293,7233,13855,100213215,65138589.75,35074625.25
BJ,3740,LYS,1335,DJE,293,24582,14771,363100722,236015469.3,127085252.69999999
BJ,3740,LYS,1335,MIR,286,11053,15034,166170802,108011021.3,58159780.7
BJ,3740,LYS,1335,TUN,287,23862,9613,229385406,149100513.9,80284892.1
BJ,3740,MIR,286,CDG,1382,24368,1007,24538576,15950074.4,8588501.6
BJ,3740,MIR,286,TUN,287,20127,9773,196701171,127855761.15,68845409.85
BJ,3740,MRS,1353,DJE,293,11279,10585,119388215,77602339.75,41785875.25
BJ,3740,MUC,346,DJE,293,7035,14896,104793360,68115684.0,36677676.0
BJ,3740,MUC,346,NBE,7447,12320,7284,89738880,58330272.0,31408608.0
BJ,3740,NBE,7447,DME,4029,23217,14770,342915090,222894808.5,120020281.5
BJ,3740,NBE,7447,DUS,345,15926,10012,159451112,103643222.8,55807889.2
BJ,3740,NBE,7447,FRA,340,11941,3220,38450020,24992513.0,13457507.0
BJ,3740,NBE,7447,LED,2948,10756,13967,150229052,97648883.8,52580168.2
BJ,3740,NBE,7447,MUC,346,18047,8277,149375019,97093762.35000001,52281256.64999999
BJ,3740,NTE,1418,DJE,293,19442,17188,334169096,217209912.4,116959183.6
BJ,3740,NTE,1418,LYS,1335,6741,10599,71447859,46441108.35,25006750.65
BJ,3740,NTE,1418,TUN,287,18504,4584,84822336,55134518.4,29687817.6
BJ,3740,TUN,287,CDG,1382,13188,8010,105635880,68663322.0,36972558.0
BJ,3740,TUN,287,LYS,1335,12258,4519,55393902,36006036.300000004,19387865.699999996
BJ,3740,TUN,287,MIR,286,14112,18984,267902208,174136435.20000002,93765772.79999998
BJ,3740,TUN,287,NTE,1418,9705,15299,148476795,96509916.75,51966878.25
BK,4026,CAN,3370,TSN,3368,4660,16440,76610400,49796760.0,26813640.0
BK,4026,CJU,2370,CSX,3371,17192,1928,33146176,21545014.400000002,11601161.599999998
BK,4026,CJU,2370,TSN,3368,16379,2497,40898363,26583935.95,14314427.05
BK,4026,CKG,3393,CSX,3371,14069,18404,258925876,168301819.4,90624056.6
BK,4026,CKG,3393,DYG,6353,20241,6914,139946274,90965078.10000001,48981195.89999999
BK,4026,CKG,3393,XNN,6366,11781,13727,161717787,105116561.55,56601225.45
BK,4026,CSX,3371,CJU,2370,22851,9401,214822251,139634463.15,75187787.85
BK,4026,CSX,3371,CKG,3393,9580,12392,118715360,77164984.0,41550376.0
BK,4026,CSX,3371,DYG,6353,13601,8199,111514599,72484489.35000001,39030109.64999999
BK,4026,CSX,3371,HGH,3386,12809,17466,223721994,145419296.1,78302697.9
BK,4026,CSX,3371,HJJ,7519,16913,1549,26198237,17028854.05,9169382.95
BK,4026,CSX,3371,KMG,3382,24538,1815,44536470,28948705.5,15587764.5
BK,4026,CSX,3371,LLF,8845,16766,9838,164943908,107213540.2,57730367.8
BK,4026,CSX,3371,NKG,3388,10598,13312,141080576,91702374.4,49378201.599999994
BK,4026,CSX,3371,SYX,4030,19886,11298,224672028,146036818.20000002,78635209.79999998
BK,4026,CSX,3371,TAO,3390,22799,6077,138549523,90057189.95,48492333.05
BK,4026,CSX,3371,TEN,6963,24767,12531,310355277,201730930.05,108624346.94999999
BK,4026,CSX,3371,TSN,3368,18015,6727,121186905,78771488.25,42415416.75
BK,4026,CSX,3371,XIY,3379,18646,8231,153475226,99758896.9,53716329.099999994
BK,4026,CSX,3371,XMN,3383,20860,8136,169716960,110316024.0,59400936.0
BK,4026,CSX,3371,ZHA,6357,9751,7763,75697013,49203058.45,26493954.549999997
BK,4026,CTU,3395,TSN,3368,5769,16226,93607794,60845066.1,32762727.9
BK,4026,DLC,3404,HGH,3386,5072,5533,28063376,18241194.400000002,9822181.599999998
BK,4026,DLC,3404,TSN,3368,9529,9957,94880253,61672164.45,33208088.549999997
BK,4026,DLC,3404,YNT,3392,4624,2110,9756640,6341816.0,3414824.0
BK,4026,DYG,6353,CKG,3393,11577,647,7490319,4868707.350000001,2621611.6499999994
BK,4026,DYG,6353,CSX,3371,20961,9984,209274624,136028505.6,73246118.4
BK,4026,DYG,6353,TSN,3368,12149,6654,80839446,52545639.9,28293806.1
BK,4026,HEK,6410,HRB,3400,12759,3138,40037742,26024532.3,14013209.7
BK,4026,HEK,6410,OHE,6943,10448,847,8849456,5752146.4,3097309.5999999996
BK,4026,HET,6345,TSN,3368,22649,11895,269409855,175116405.75,94293449.25
BK,4026,HFE,3389,KMG,3382,15589,1113,17350557,11277862.05,6072694.949999999
BK,4026,HGH,3386,CSX,3371,15057,7529,113364153,73686699.45,39677453.55
BK,4026,HGH,3386,DLC,3404,22496,13364,300636544,195413753.6,105222790.4
BK,4026,HGH,3386,TSN,3368,6534,2588,16909992,10991494.8,5918497.199999999
BK,4026,HJJ,7519,CSX,3371,7119,13601,96825519,62936587.35,33888931.65
BK,4026,HRB,3400,HEK,6410,7326,17690,129596940,84238011.0,45358929.0
BK,4026,HRB,3400,JGD,8979,19448,9345,181741560,118132014.0,63609546.0
BK,4026,HRB,3400,JMU,6411,5379,3627,19509633,12681261.450000001,6828371.549999999
BK,4026,HRB,3400,JXA,8417,24036,10175,244566300,158968095.0,85598205.0
BK,4026,HRB,3400,TSN,3368,24396,5432,132519072,86137396.8,46381675.2
BK,4026,JGD,8979,HRB,3400,8280,5801,48032280,31220982.0,16811298.0
BK,4026,JGD,8979,OHE,6943,8384,11275,94529600,61444240.0,33085360.0
BK,4026,JHG,3381,KMG,3382,4474,5601,25058874,16288268.1,8770605.9
BK,4026,JMU,6411,HRB,3400,6799,10358,70424042,45775627.300000004,24648414.699999996
BK,4026,JXA,8417,HRB,3400,9453,13244,125195532,81377095.8,43818436.2
BK,4026,KMG,3382,CSX,3371,23512,9933,233544696,151804052.4,81740643.6
BK,4026,KMG,3382,HFE,3389,14538,2966,43119708,28027810.2,15091897.8
BK,4026,KMG,3382,JHG,3381,5851,17291,101169641,65760266.650000006,35409374.349999994
BK,4026,KMG,3382,NKG,3388,19344,11471,221895024,144231765.6,77663258.4
BK,4026,KMG,3382,UYN,6368,4825,12585,60722625,39469706.25,21252918.75
BK,4026,KWL,3372,TSN,3368,9993,8865,88587945,57582164.25,31005780.75
BK,4026,LLF,8845,CSX,3371,23749,13056,310066944,201543513.6,108523430.4
BK,4026,NGB,3387,SYX,4030,4249,3173,13482077,8763350.05,4718726.949999999
BK,4026,NGB,3387,TSN,3368,23046,6807,156874122,101968179.3,54905942.7
BK,4026,NKG,3388,CSX,3371,11055,14378,158948790,103316713.5,55632076.5
BK,4026,NKG,3388,KMG,3382,16993,5838,99205134,64483337.1,34721796.9
BK,4026,NKG,3388,SHE,4144,23287,19137,445643319,289668157.35,155975161.64999998
BK,4026,NNG,3373,SZX,3374,23857,14476,345353932,224480055.8,120873876.19999999
BK,4026,NNG,3373,XIY,3379,21000,3726,78246000,50859900.0,27386100.0
BK,4026,OHE,6943,HEK,6410,18717,11900,222732300,144775995.0,77956305.0
BK,4026,OHE,6943,JGD,8979,11482,16569,190245258,123659417.7,66585840.3
BK,4026,SHE,4144,NKG,3388,11134,19629,218549286,142057035.9,76492250.1
BK,4026,SHE,4144,TAO,3390,23721,9784,232086264,150856071.6,81230192.4
BK,4026,SYX,4030,CSX,3371,18596,14672,272840512,177346332.8,95494179.19999999
BK,4026,SYX,4030,NGB,3387,13593,15752,214116936,139176008.4,74940927.6
BK,4026,SYX,4030,ZUH,6355,9411,3113,29296443,19042687.95,10253755.05
BK,4026,SZX,3374,NNG,3373,19721,14873,293310433,190651781.45000002,102658651.54999998
BK,4026,SZX,3374,TSN,3368,5336,5431,28979816,18836880.400000002,10142935.599999998
BK,4026,TAO,3390,CSX,3371,13665,11803,161287995,104837196.75,56450798.25
BK,4026,TAO,3390,SHE,4144,5596,4785,26776860,17404959.0,9371901.0
BK,4026,TEN,6963,CSX,3371,6309,17993,113517837,73786594.05,39731242.95
BK,4026,TSN,3368,CAN,3370,17905,6409,114753145,74589544.25,40163600.75
BK,4026,TSN,3368,CJU,2370,21603,2348,50723844,32970498.6,17753345.4
BK,4026,TSN,3368,CSX,3371,22639,17303,391722617,254619701.05,137102915.95
BK,4026,TSN,3368,CTU,3395,22609,19549,441983341,287289171.65000004,154694169.34999996
BK,4026,TSN,3368,DLC,3404,4757,3747,17824479,11585911.35,6238567.65
BK,4026,TSN,3368,DYG,6353,6198,9996,61955208,40270885.2,21684322.799999997
BK,4026,TSN,3368,HET,6345,5580,9981,55693980,36201087.0,19492893.0
BK,4026,TSN,3368,HGH,3386,20266,13547,274543502,178453276.3,96090225.69999999
BK,4026,TSN,3368,HRB,3400,20781,6352,132000912,85800592.8,46200319.2
BK,4026,TSN,3368,KWL,3372,7240,5229,37857960,24607674.0,13250286.0
BK,4026,TSN,3368,NGB,3387,23951,4220,101073220,65697593.0,35375627.0
BK,4026,TSN,3368,SZX,3374,9798,17518,171641364,111566886.60000001,60074477.39999999
BK,4026,TSN,3368,UYN,6368,19361,15287,295971607,192381544.55,103590062.44999999
BK,4026,TSN,3368,XIY,3379,21106,19480,411144880,267244172.0,143900708.0
BK,4026,TSN,3368,XMN,3383,17847,19203,342715941,222765361.65,119950579.35
BK,4026,TSN,3368,XNN,6366,12256,16313,199932128,129955883.2,69976244.8
BK,4026,TSN,3368,YNT,3392,3154,4173,13161642,8555067.3,4606574.699999999
BK,4026,TSN,3368,ZUH,6355,4306,16298,70179188,45616472.2,24562715.799999997
BK,4026,URC,3399,XIY,3379,6367,12167,77467289,50353737.85,27113551.15
BK,4026,UYN,6368,KMG,3382,4754,10085,47944090,31163658.5,16780431.5
BK,4026,UYN,6368,TSN,3368,22311,707,15773877,10253020.05,5520856.949999999
BK,4026,XIY,3379,CSX,3371,12915,933,12049695,7832301.75,4217393.25
BK,4026,XIY,3379,NNG,3373,21710,14139,306957690,199522498.5,107435191.5
BK,4026,XIY,3379,TSN,3368,5050,14821,74846050,48649932.5,26196117.5
BK,4026,XIY,3379,URC,3399,10676,3354,35807304,23274747.6,12532556.399999999
BK,4026,XMN,3383,CSX,3371,8729,10180,88861220,57759793.0,31101427.0
BK,4026,XMN,3383,TSN,3368,16379,7188,117732252,76525963.8,41206288.2
BK,4026,XNN,6366,CKG,3393,14979,18251,273381729,177698123.85,95683605.15
BK,4026,XNN,6366,TSN,3368,7728,12525,96793200,62915580.0,33877620.0
BK,4026,YNT,3392,DLC,3404,13417,19034,255379178,165996465.70000002,89382712.29999998
BK,4026,YNT,3392,TSN,3368,23244,13485,313445340,203739471.0,109705869.0
BK,4026,ZHA,6357,CSX,3371,9069,12806,116137614,75489449.10000001,40648164.89999999
BK,4026,ZUH,6355,SYX,4030,14835,13301,197320335,128258217.75,69062117.25
BK,4026,ZUH,6355,TSN,3368,22204,4336,96276544,62579753.6,33696790.4
BL,3850,BMV,6187,SGN,3205,12658,3737,47302946,30746914.900000002,16556031.099999998
BL,3850,BMV,6187,VII,6195,23688,7805,184884840,120175146.0,64709694.0
BL,3850,CXR,6189,SGN,3205,17757,12340,219121380,142428897.0,76692483.0
BL,3850,DAD,3196,HAN,3199,13201,18691,246739891,160380929.15,86358961.85
BL,3850,DAD,3196,SGN,3205,13635,8934,121815090,79179808.5,42635281.5
BL,3850,HAN,3199,DAD,3196,22804,6872,156709088,101860907.2,54848180.8
BL,3850,HAN,3199,SGN,3205,4801,9047,43434647,28232520.55,15202126.45
BL,3850,HPH,6188,SGN,3205,3062,8456,25892272,16829976.8,9062295.2
BL,3850,PQC,3204,SGN,3205,10718,5736,61478448,39960991.2,21517456.799999997
BL,3850,SGN,3205,BMV,6187,16789,3865,64889485,42178165.25,22711319.75
BL,3850,SGN,3205,CXR,6189,9133,6079,55519507,36087679.550000004,19431827.449999996
BL,3850,SGN,3205,DAD,3196,18038,2861,51606718,33544366.700000003,18062351.299999997
BL,3850,SGN,3205,HAN,3199,14341,5798,83149118,54046926.7,29102191.299999997
BL,3850,SGN,3205,HPH,6188,18360,2968,54492480,35420112.0,19072368.0
BL,3850,SGN,3205,PQC,3204,20880,1196,24972480,16232112.0,8740368.0
BL,3850,SGN,3205,VII,6195,19161,15833,303376113,197194473.45000002,106181639.54999998
BL,3850,VII,6195,BMV,6187,24949,8293,206902057,134486337.05,72415719.94999999
BL,3850,VII,6195,SGN,3205,3645,6587,24009615,15606249.75,8403365.25
BM,312,ABZ,532,BRS,490,3616,4064,14695424,9552025.6,5143398.4
BM,312,ABZ,532,EBJ,610,16893,1414,23886702,15526356.3,8360345.699999999
BM,312,ABZ,532,KSU,647,21993,14656,322329408,209514115.20000002,112815292.79999998
BM,312,ABZ,532,MAN,478,10661,19956,212750916,138288095.4,74462820.6
BM,312,ABZ,532,NWI,547,13246,16744,221791024,144164165.6,77626858.4
BM,312,ABZ,532,OSL,644,19800,15025,297495000,193371750.0,104123250.0
BM,312,BHX,469,GOT,687,13481,10900,146942900,95512885.0,51430015.0
BM,312,BRE,353,TLS,1273,17484,16401,286755084,186390804.6,100364279.4
BM,312,BRS,490,ABZ,532,4658,1270,5915660,3845179.0,2070481.0
BM,312,BRS,490,FRA,340,14111,631,8904041,5787626.65,3116414.3499999996
BM,312,BRS,490,HAM,342,10840,1488,16129920,10484448.0,5645472.0
BM,312,BRS,490,MUC,346,23959,7090,169869310,110415051.5,59454258.5
BM,312,BRS,490,MXP,1524,4727,7508,35490316,23068705.400000002,12421610.599999998
BM,312,BRU,302,EMA,523,24851,13334,331363234,215386102.1,115977131.9
BM,312,BRU,302,NCL,521,11343,13987,158654541,103125451.65,55529089.349999994
BM,312,EBJ,610,ABZ,532,21754,16951,368752054,239688835.1,129063218.9
BM,312,EMA,523,BRU,302,7827,17729,138764883,90197173.95,48567709.05
BM,312,EVE,641,SVG,666,5817,11227,65307459,42449848.35,22857610.65
BM,312,FRA,340,BRS,490,11818,6307,74536126,48448481.9,26087644.1
BM,312,GOT,687,BHX,469,3104,1390,4314560,2804464.0,1510096.0
BM,312,GOT,687,SVG,666,7588,7391,56082908,36453890.2,19629017.799999997
BM,312,HAM,342,BRS,490,19263,18227,351106701,228219355.65,122887345.35
BM,312,KSU,647,ABZ,532,19314,14231,274857534,178657397.1,96200136.9
BM,312,KSU,647,SVG,666,16786,1022,17155292,11150939.8,6004352.199999999
BM,312,MAN,478,ABZ,532,3596,4523,16264708,10572060.200000001,5692647.799999999
BM,312,MUC,346,BRS,490,9661,8067,77935287,50657936.550000004,27277350.449999996
BM,312,MXP,1524,BRS,490,21324,2667,56871108,36966220.2,19904887.799999997
BM,312,NCL,521,BRU,302,5213,14689,76573757,49772942.050000004,26800814.949999996
BM,312,NWI,547,ABZ,532,4380,7591,33248580,21611577.0,11637003.0
BM,312,OSL,644,ABZ,532,7417,18604,137985868,89690814.2,48295053.8
BM,312,SVG,666,EVE,641,22212,9514,211324968,137361229.20000002,73963738.79999998
BM,312,SVG,666,GOT,687,23492,3066,72026472,46817206.800000004,25209265.199999996
BM,312,SVG,666,KSU,647,8751,17009,148845759,96749743.35000001,52096015.64999999
BM,312,TLS,1273,BRE,353,23252,3331,77452412,50344067.800000004,27108344.199999996
BP,683,BBK,879,GBE,881,16481,12420,204694020,133051113.0,71642907.0
BP,683,BBK,879,JNB,813,22052,15787,348134924,226287700.6,121847223.4
BP,683,BBK,879,MUB,880,4848,4480,21719040,14117376.0,7601664.0
BP,683,CPT,797,GBE,881,15143,8517,128972931,83832405.15,45140525.849999994
BP,683,CPT,797,MUB,880,9057,17986,162899202,105884481.3,57014720.7
BP,683,FRW,877,GBE,881,22211,1532,34027252,22117713.8,11909538.2
BP,683,FRW,877,JNB,813,14276,8774,125257624,81417455.60000001,43840168.39999999
BP,683,GBE,881,BBK,879,5000,10957,54785000,35610250.0,19174750.0
BP,683,GBE,881,CPT,797,7428,5759,42777852,27805603.8,14972248.2
BP,683,GBE,881,FRW,877,17177,6829,117301733,76246126.45,41055606.55
BP,683,GBE,881,HRE,1005,15904,8019,127534176,82897214.4,44636961.599999994
BP,683,GBE,881,JNB,813,20667,18634,385108878,250320770.70000002,134788107.29999998
BP,683,GBE,881,LUN,907,15110,7659,115727490,75222868.5,40504621.5
BP,683,GBE,881,MUB,880,6926,16270,112686020,73245913.0,39440107.0
BP,683,HRE,1005,GBE,881,19529,1364,26637556,17314411.400000002,9323144.599999998
BP,683,JNB,813,BBK,879,3277,17273,56603621,36792353.65,19811267.35
BP,683,JNB,813,FRW,877,17042,17986,306517412,199236317.8,107281094.19999999
BP,683,JNB,813,GBE,881,20959,12011,251738549,163630056.85,88108492.15
BP,683,JNB,813,MUB,880,20153,17933,361403749,234912436.85,126491312.15
BP,683,LUN,907,GBE,881,7962,17210,137026020,89066913.0,47959107.0
BP,683,MUB,880,BBK,879,17144,6951,119167944,77459163.60000001,41708780.39999999
BP,683,MUB,880,CPT,797,21324,1098,23413752,15218938.8,8194813.199999999
BP,683,MUB,880,GBE,881,18776,4291,80567816,52369080.4,28198735.6
BP,683,MUB,880,JNB,813,16067,11210,180111070,117072195.5,63038874.5
BR,2091,AKJ,2299,TPE,2276,5619,7511,42204309,27432800.85,14771508.149999999
BR,2091,AMS,580,BKK,3885,14876,10445,155379820,100996883.0,54382937.0
BR,2091,BKK,3885,AMS,580,6864,12613,86575632,56274160.800000004,30301471.199999996
BR,2091,BKK,3885,LHR,507,12286,16734,205593924,133636050.60000001,71957873.39999999
BR,2091,BKK,3885,TPE,2276,10274,11298,116075652,75449173.8,40626478.2
BR,2091,BKK,3885,VIE,1613,16906,2796,47269176,30724964.400000002,16544211.599999998
BR,2091,BNE,3320,TPE,2276,16456,13268,218338208,141919835.20000002,76418372.79999998
BR,2091,CAN,3370,KHH,2264,20500,8356,171298000,111343700.0,59954300.0
BR,2091,CAN,3370,TPE,2276,5654,9652,54572408,35472065.2,19100342.799999997
BR,2091,CDG,1382,TPE,2276,11253,9300,104652900,68024385.0,36628515.0
BR,2091,CGK,3275,TPE,2276,4808,15980,76831840,49940696.0,26891144.0
BR,2091,CGO,3375,KHH,2264,20617,18099,373147083,242545603.95000002,130601479.04999998
BR,2091,CGO,3375,TPE,2276,23701,2126,50388326,32752411.900000002,17635914.099999998
BR,2091,CTS,2287,TPE,2276,3842,13301,51102442,33216587.3,17885854.7
BR,2091,CTU,3395,TPE,2276,20605,15329,315854045,205305129.25,110548915.75
BR,2091,DPS,3940,TPE,2276,7507,4918,36919426,23997626.900000002,12921799.099999998
BR,2091,FUK,2305,TPE,2276,10452,6370,66579240,43276506.0,23302734.0
BR,2091,GMP,2378,TSA,2275,18814,8390,157849460,102602149.0,55247311.0
BR,2091,GUM,2246,TPE,2276,18218,11508,209652744,136274283.6,73378460.4
BR,2091,HAN,3199,TPE,2276,8853,4837,42821961,27834274.650000002,14987686.349999998
BR,2091,HET,6345,TPE,2276,6445,3554,22905530,14888594.5,8016935.5
BR,2091,HGH,3386,TPE,2276,18553,14733,273341349,177671876.85,95669472.15
BR,2091,HKD,2288,TPE,2276,21468,18386,394710648,256561921.20000002,138148726.79999998
BR,2091,HKG,3077,TPE,2276,18674,19736,368550064,239557541.6,128992522.4
BR,2091,HND,2359,TSA,2275,11214,6893,77298102,50243766.300000004,27054335.699999996
BR,2091,HRB,3400,TPE,2276,4113,3113,12803769,8322449.850000001,4481319.149999999
BR,2091,ICN,3930,KHH,2264,14541,10030,145846230,94800049.5,51046180.5
BR,2091,ICN,3930,TPE,2276,23797,17167,408523099,265540014.35000002,142983084.64999998
